,Unnamed: 0,Q1,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q2_1,Q3A1,Q3A2,Q3A3,Q3A4,Q3B1,Q3B2,Q4,Q4_1A1,Q4_1A2,Q4_1A3,Q4_1A4,Q4_1A5,Q4_1A6,Q4_1A7,Q4_1A8,Q4_1A9,Q4_1A10,Q5_1,Q5_2A1,Q5_2A2,Q5_2A3,Q6_1A1,Q6_1A2,Q6_1A3,Q6_2A1,Q6_2A2,Q6_2A3,Q6_3A1,Q6_3A2,Q6_3A3,Q7,Q8A1,Q8A2,Q8A3,Q9_1A1,Q9_1A2,Q9_1A3,Q9_1A4,Q9_1A5,Q9_1A6,Q9_1A7,Q9_1A8,Q9_1A9,Q9_1A10,Q9_1A11,Q9_1A12,Q9_1A13,Q9_1A14,Q9_1A15,Q9_1A16,Q9_1A17,Q9_1A18,Q9_1A19,Q9_1A20,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1A1,Q10_1A2,Q10_1A3,Q10_1A4,Q10_1A5,Q10_1A6,Q10_1A7,Q10_1A8,Q10_1A9,Q10_1A10,Q10_1A11,Q10_1A12,Q10_1A13,Q10_1A14,Q10_1A15,Q10_1A16,Q10_1A17,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_2_1A1,Q10_2_2A1,Q10_2_3A1,Q10_2_4A1,Q10_2_5A1,Q10_2_6A1,Q10_2_7A1,Q10_2_8A1,Q10_2_9A1,Q10_2_10A1,Q10_2_11A1,Q10_2_12A1,Q10_2_13A1,Q10_2_14A1,Q10_2_15A1,Q10_2_16A1,Q10_2_17A1,MQ10_2_1A1,MQ10_2_2A1,MQ10_2_3A1,MQ10_2_4A1,MQ10_2_5A1,MQ10_2_6A1,MQ10_2_7A1,MQ10_2_8A1,MQ10_2_9A1,MQ10_2_10A1,MQ10_2_11A1,MQ10_2_12A1,MQ10_2_13A1,MQ10_2_14A1,MQ10_2_15A1,MQ10_2_16A1,MQ10_2_17A1,Q10_2_1A2,Q10_2_2A2,Q10_2_3A2,Q10_2_4A2,Q10_2_5A2,Q10_2_6A2,Q10_2_7A2,Q10_2_8A2,Q10_2_9A2,Q10_2_10A2,Q10_2_11A2,Q10_2_12A2,Q10_2_13A2,Q10_2_14A2,Q10_2_15A2,Q10_2_16A2,Q10_2_17A2,MQ10_2_1A2,MQ10_2_2A2,MQ10_2_3A2,MQ10_2_4A2,MQ10_2_5A2,MQ10_2_6A2,MQ10_2_7A2,MQ10_2_8A2,MQ10_2_9A2,MQ10_2_10A2,MQ10_2_11A2,MQ10_2_12A2,MQ10_2_13A2,MQ10_2_14A2,MQ10_2_15A2,MQ10_2_16A2,MQ10_2_17A2,Q10_3A1,MQ10_3A1,CQ10_3A1,Q10_3A2,MQ10_3A2,CQ10_3A2,Q10_4A1,Q10_4A2,Q10_4A3,Q10_4A4,Q10_4A5,Q10_4A6,Q10_4A7,Q10_4A8,Q10_4A9,Q10_4A10,Q10_4A11,Q10_4A12,Q10_4A13,Q10_4A14,Q10_4A15,Q10_4A16,Q10_4A17,Q10_4A18,Q10_4A19,Q10_4A20,Q10_4A21,Q10_4A22,Q10_4A23,Q10_4A24,Q10_4A25,Q10_4A26,Q10_4A27,Q10_4A28,Q10_4A29,Q10_4A30,Q10_5A1,Q10_5A2,Q10_5A3,Q10_5A4,Q10_5A5,Q10_5A6,Q10_5A7,Q10_5A8,Q10_5A9,Q10_5_1,Q10_5_2,Q10_5_3,Q10_5_4,Q10_5_5,Q10_5_6,Q10_5_7,Q10_5_8,Q11A1,Q11A2,Q11A3,Q12_1A1,Q12_1A2,Q12_1A3,Q12_2A1,Q12_2A2,Q12_2A3,Q13,Q14_1T,Q14_1A,Q14_1B,Q14_1C,Q14_2_1,Q14_2_2,Q14_2_3,Q14_2_4,Q14_2_5,Q14_2_6,Q14_2_7,Q14_2_8,Q14_2_9,MQ14_1T,MQ14_1A,MQ14_1B,MQ14_1C,MQ14_2_1,MQ14_2_2,MQ14_2_3,MQ14_2_4,MQ14_2_5,MQ14_2_6,MQ14_2_7,MQ14_2_8,MQ14_2_9,CQ14_1T,CQ14_1A,CQ14_1B,CQ14_1C,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,CQ14_2_8,CQ14_2_9,I_Q14_1T,I_Q14_2_1,I_Q14_2_3,I_Q14_2_4,I_Q14_2_5,I_Q14_2_6,I_Q14_2_7,I_Q14_2_8,I_Q14_2_9,I_MQ14_1T,I_MQ14_2_1,I_MQ14_2_3,I_MQ14_2_4,I_MQ14_2_5,I_MQ14_2_6,I_MQ14_2_7,I_MQ14_2_8,I_MQ14_2_9,I_CQ14_1T,I_CQ14_2_1,I_CQ14_2_3,I_CQ14_2_4,I_CQ14_2_5,I_CQ14_2_6,I_CQ14_2_7,I_CQ14_2_8,I_CQ14_2_9,G_Q14_1T,G_Q14_2_2,G_Q14_2_3,G_Q14_2_4,G_Q14_2_5,G_Q14_2_6,G_Q14_2_7,G_Q14_2_8,G_Q14_2_9,G_MQ14_1T,G_MQ14_2_2,G_MQ14_2_3,G_MQ14_2_4,G_MQ14_2_5,G_MQ14_2_6,G_MQ14_2_7,G_MQ14_2_8,G_MQ14_2_9,G_CQ14_1T,G_CQ14_2_2,G_CQ14_2_3,G_CQ14_2_4,G_CQ14_2_5,G_CQ14_2_6,G_CQ14_2_7,G_CQ14_2_8,G_CQ14_2_9,A_Q14_1T,A_Q14_2_2,A_Q14_2_3,A_Q14_2_4,A_Q14_2_5,A_Q14_2_6,A_Q14_2_7,A_Q14_2_8,A_Q14_2_9,A_MQ14_1T,A_MQ14_2_2,A_MQ14_2_3,A_MQ14_2_4,A_MQ14_2_5,A_MQ14_2_6,A_MQ14_2_7,A_MQ14_2_8,A_MQ14_2_9,A_CQ14_1T,A_CQ14_2_2,A_CQ14_2_3,A_CQ14_2_4,A_CQ14_2_5,A_CQ14_2_6,A_CQ14_2_7,A_CQ14_2_8,A_CQ14_2_9,GA_Q14_2_1T,GA_Q14_2_2,GA_Q14_2_3,GA_Q14_2_4,GA_Q14_2_5,GA_Q14_2_6,GA_Q14_2_7,GA_Q14_2_8,GA_Q14_2_9,GA_MQ14_1T,GA_MQ14_2_2,GA_MQ14_2_3,GA_MQ14_2_4,GA_MQ14_2_5,GA_MQ14_2_6,GA_MQ14_2_7,GA_MQ14_2_8,GA_MQ14_2_9,GA_CQ14_1T,GA_CQ14_2_2,GA_CQ14_2_3,GA_CQ14_2_4,GA_CQ14_2_5,GA_CQ14_2_6,GA_CQ14_2_7,GA_CQ14_2_8,GA_CQ14_2_9,DAY_MQ14_1T,DAY_I_MQ14_1T,DAY_A_MQ14_1T,DAY_GA_MQ14_1T,DAY_CQ14_1T,DAY_I_CQ14_1T,DAY_A_CQ14_1T,DAY_GA_CQ14_1T,Q15_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A9,Q15_2A10,Q15_2A11,Q15_2A12,Q16,Q17,Q18A1,Q18A2,Q19,Q20_1,Q20_2A1,Q20_2A2,Q20_2A3,ID,D_MON,D_QUA,D_COU,D_GEN,D_AGE,D_Q5_1,D_Q13,D_Q1,DD_Q1,WT,COUNTRY,CITY,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,Q16_a
1263,1264,1,4.0,,,,,38.0,1.0,,,,,,1,,,,,,,,,,,1,14.0,2.0,5.0,4,1.0,,6.0,,,3,,,4,5,,,1,2.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,,,,1,5.0,4.0,1.0,,,,,,,,9.0,,,,,,,,,1.0,,,4.0,,,,,4.0,,,0.0,,,,,,,,,,,,,,4.0,,,0.0,,,,,,,,,,,,,,5.0,,,1.0,,,,,,,,,,,,,,5.0,,,1.0,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,3.0,4.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,80,4.0,1.0,2,,,3.0,,,2,292.0,0.0,292.0,0.0,,219.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,292.0,0.0,,219.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,,3.0,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,219.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,219.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,219.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,219.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,58.4,,58.4,,1.0,,1.0,,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,,1.0,2.0,,,202,3,1,18,2,4,1,2,1,1,0.5533294558551899,66,5006,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1
1276,1277,1,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,14.0,5.0,7.0,6,,,,,,3,4.0,9.0,2,8,,,2,4.0,5.0,,,,,,,,,,,,,,,,,,5,4.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,5,5.0,5,6,6.0,6,14,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5.0,,,,,,,,4,14.0,1.0,1,3.0,,5.0,3.0,,1,690.0,140.0,550.0,0.0,320.0,,200.0,150.0,20.0,0.0,0.0,0.0,0.0,690.0,140.0,550.0,0.0,320.0,,200.0,150.0,20.0,0.0,0.0,0.0,0.0,2,1,2,1,3.0,,3,4,1,1,1,1,1,690.0,320.0,200.0,150.0,20.0,0.0,0.0,0.0,0.0,690.0,320.0,200.0,150.0,20.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,115.0,,,2.0,2.0,,,5,5,5,4,4,3,4,2,4,3,3,5,5,5,5,4,5,,1.0,2.0,,,203,4,2,15,1,2,1,1,1,1,0.34241719656453995,78,5020,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1286,1287,1,3.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,1.0,2.0,3.0,5,6.0,7.0,,,,3,1.0,9.0,5,1,5.0,2.0,1,2.0,3.0,8.0,10.0,11.0,,,,,,,,,,,,,,,1,2.0,3.0,1.0,2.0,,,,,,,9.0,,,,,,,,,1.0,,,4.0,,6.0,,,3.0,,,0.0,,,,,,,,,3.0,,,,,3.0,,,0.0,,,,,,,,,3.0,,,,,4.0,,,1.0,,,,,,,,,4.0,,,,,4.0,,,1.0,,,,,,,,,4.0,,,,,6,6.0,6,7,7.0,7,80,1.0,2.0,3.0,4.0,5.0,6.0,8.0,741.0,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,6.0,,1,80.0,3.0,4,1.0,2.0,3.0,9.0,15.0,2,641.25,545.0625,96.1875,0.0,,22.5,262.5,187.5,112.5,0.0,37.5,18.75,0.0,641.25,545.0625,96.1875,0.0,,22.5,262.5,187.5,112.5,0.0,37.5,18.75,0.0,2,2,1,1,,1.0,4,4,3,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.25,22.5,262.5,187.5,112.5,0.0,37.5,18.75,0.0,641.25,22.5,262.5,187.5,112.5,0.0,37.5,18.75,0.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,641.25,22.5,262.5,187.5,112.5,0.0,37.5,18.75,0.0,641.25,22.5,262.5,187.5,112.5,0.0,37.5,18.75,0.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,91.6071428571429,,,91.6071428571429,1.0,,,1.0,5,4,5,4,5,4,5,4,5,4,4,5,4,5,5,5,5,3750.0,,,,,204,2,1,18,2,2,1,3,1,1,0.35800412535693,66,5006,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
1288,1289,1,,,,,,,1.0,,,,,,1,,,,,,,,,,,1,3.0,,,6,,,,,,4,,,1,6,,,1,2.0,4.0,,,,,,,,,,,,,,,,,,4,2.0,1.0,1.0,,,4.0,,,,,,,,,,,,,,1.0,,3.0,,,,,,0.0,,12.0,,,,,,,,,,,,,,,0.0,,12.0,,,,,,,,,,,,,,,8.0,,13.0,,,,,,,,,,,,,,,8.0,,13.0,,,,,,,,,,,,,,,12,12.0,11,13,13.0,11,1,3.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,12.0,,,,3,1.0,19.0,1,3.0,4.0,3.0,1.0,,1,700.0,0.0,700.0,0.0,0.0,,400.0,200.0,100.0,0.0,0.0,0.0,0.0,700.0,0.0,700.0,0.0,0.0,,400.0,200.0,100.0,0.0,0.0,0.0,0.0,2,1,2,1,1.0,,4,4,2,1,1,1,1,700.0,0.0,400.0,200.0,100.0,0.0,0.0,0.0,0.0,700.0,0.0,400.0,200.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.84615384615379,53.84615384615379,,,1.0,1.0,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,1.0,2.0,,,204,4,2,15,1,3,1,1,1,1,0.8720730268751,71,5540,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1291,1292,1,3.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,14.0,16.0,2.0,7,1.0,2.0,1.0,5.0,2.0,2,4.0,1.0,5,1,5.0,2.0,2,3.0,4.0,6.0,10.0,,,,,,,,,,,,,,,,10,3.0,2.0,1.0,2.0,,,,,,,9.0,,,,,,,,,1.0,,,4.0,,6.0,,,4.0,,,0.0,,,,,,,,,3.0,,,,,4.0,,,0.0,,,,,,,,,3.0,,,,,5.0,,,1.0,,,,,,,,,4.0,,,,,5.0,,,1.0,,,,,,,,,4.0,,,,,7,7.0,7,8,8.0,8,1,4.0,14.0,3.0,12.0,80.0,108.0,110.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,7.0,,,,,,,,108,1.0,4.0,5,4.0,10.0,3.0,9.0,,1,701.3792,526.0344,175.3448,0.0,306.8534,,219.18099999999998,131.5086,43.8362,0.0,0.0,0.0,0.0,701.3792,526.0344,175.3448,0.0,306.8534,,219.18099999999998,131.5086,43.8362,0.0,0.0,0.0,0.0,2,2,1,1,3.0,,4,4,1,1,1,1,1,701.3792,306.8534,219.18099999999998,131.5086,43.8362,0.0,0.0,0.0,0.0,701.3792,306.8534,219.18099999999998,131.5086,43.8362,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6724,87.6724,,,1.0,1.0,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,1.0,2.0,,,204,7,3,7,2,2,1,1,1,1,0.30077261662807,30,5001,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
1300,1301,1,,,,,,,1.0,,,,,,1,,,,,,,,,,,1,3.0,5.0,11.0,3,7.0,1.0,1.0,3.0,4.0,2,1.0,,2,1,,,2,3.0,4.0,7.0,10.0,,,,,,,,,,,,,,,,3,2.0,10.0,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,30.0,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,30,30.0,12,31,31.0,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,30.0,,,,,,,,19,,,1,2.0,3.0,13.0,15.0,1.0,1,4376.2875,0.0,4376.2875,0.0,2793.375,,838.0125,372.45,93.1125,0.0,279.3375,0.0,0.0,4376.2875,0.0,4376.2875,0.0,2793.375,,838.0125,372.45,93.1125,0.0,279.3375,0.0,0.0,6,1,6,1,5.0,,5,4,2,1,4,1,1,4376.2875,2793.375,838.0125,372.45,93.1125,0.0,279.3375,0.0,0.0,4376.2875,2793.375,838.0125,372.45,93.1125,0.0,279.3375,0.0,0.0,6.0,5.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.170564516129,141.170564516129,,,2.0,2.0,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,,1.0,2.0,,,205,4,2,15,1,5,1,1,1,1,0.55362268821123,71,5540,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
1303,1304,2,3.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,1.0,2.0,14.0,6,2.0,5.0,1.0,3.0,2.0,2,1.0,5.0,2,1,6.0,3.0,1,2.0,3.0,5.0,,,,,,,,,,,,,,,,,1,2.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,5,5.0,5,6,6.0,6,2,1.0,5.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5.0,,,,,,,,2,14.0,1.0,1,2.0,,5.0,7.0,3.0,2,789.0516,43.8362,745.2154,0.0,,372.6077,245.48272000000003,131.5086,35.06896,0.0,0.0,4.38362,0.0,789.0516,43.8362,745.2154,0.0,,372.6077,245.48272000000003,131.5086,35.06896,0.0,0.0,4.38362,0.0,2,1,2,1,,3.0,4,4,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.0516,372.6077,245.48272000000003,131.5086,35.06896,0.0,0.0,4.38362,0.0,789.0516,372.6077,245.48272000000003,131.5086,35.06896,0.0,0.0,4.38362,0.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,789.0516,372.6077,245.48272000000003,131.5086,35.06896,0.0,0.0,4.38362,0.0,789.0516,372.6077,245.48272000000003,131.5086,35.06896,0.0,0.0,4.38362,0.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,131.5086,,,131.5086,2.0,,,2.0,3,3,3,3,3,5,5,4,5,2,2,5,3,5,5,5,5,,1.0,3.0,,,205,7,3,7,2,2,1,3,2,2,0.30077261662807,30,5576,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1312,1313,1,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,10.0,,,1,6.0,5.0,3.0,5.0,1.0,1,2.0,4.0,4,5,7.0,,2,4.0,6.0,17.0,,,,,,,,,,,,,,,,,17,4.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,12,12.0,11,13,13.0,11,1,3.0,5.0,6.0,7.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,12.0,,,,,,,,7,14.0,1.0,1,3.0,11.0,3.0,9.0,2.0,1,12150.0,0.0,12150.0,0.0,0.0,,1000.0,1125.0,25.0,0.0,0.0,0.0,10000.0,,,,,,,,,,,,,,7,98,98,98,98.0,,98,98,98,98,98,98,98,12150.0,0.0,1000.0,1125.0,25.0,0.0,0.0,0.0,10000.0,,,,,,,,,,9.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,,2.0,,,,206,4,2,15,2,5,1,1,1,1,1.03862900510814,71,5540,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
1315,1316,1,2.0,,,,,10.0,1.0,,,,,,1,,,,,,,,,,,1,14.0,6.0,7.0,1,6.0,5.0,1.0,2.0,5.0,1,2.0,9.0,3,1,3.0,4.0,2,4.0,6.0,7.0,10.0,,,,,,,,,,,,,,,,7,10.0,4.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,2.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,4.0,,,,,,5,4.0,1.0,1,3.0,5.0,7.0,3.0,14.0,1,569.25,0.0,569.25,0.0,148.5,,74.25,74.25,24.75,0.0,247.5,0.0,0.0,569.25,0.0,569.25,0.0,148.5,,74.25,74.25,24.75,0.0,247.5,0.0,0.0,2,1,2,1,2.0,,2,3,1,1,4,1,1,569.25,148.5,74.25,74.25,24.75,0.0,247.5,0.0,0.0,569.25,148.5,74.25,74.25,24.75,0.0,247.5,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.85,113.85,,,2.0,2.0,,,4,4,4,2,4,3,4,4,4,1,3,4,4,4,4,4,4,,1.0,2.0,,,206,7,3,7,2,5,1,1,1,1,0.17461986802425,30,5001,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
1324,1325,4,,,,,,,1.0,,,,,,1,,,,,,,,,,,1,2.0,1.0,3.0,9,6.0,3.0,8.0,3.0,4.0,2,3.0,9.0,4,1,6.0,7.0,1,2.0,3.0,4.0,6.0,7.0,8.0,10.0,14.0,16.0,,,,,,,,,,,2,3.0,6.0,1.0,,3.0,4.0,5.0,,,,,,,,,,,,,1.0,,3.0,,,6.0,7.0,,29.0,,0.0,,,,,,,,0.0,,,0.0,,,,29.0,,0.0,,,,,,,,0.0,,,0.0,,,,30.0,,1.0,,,,,,,,1.0,,,1.0,,,,30.0,,1.0,,,,,,,,1.0,,,1.0,,,,29,29.0,12,30,30.0,12,3,1.0,5.0,14.0,8.0,18.0,102.0,40.0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,29.0,,,,5,1.0,3.0,4,1.0,2.0,3.0,15.0,9.0,1,1862.25,0.0,1862.25,0.0,0.0,,931.125,558.675,186.225,0.0,139.66875,46.55625,0.0,1862.25,0.0,1862.25,0.0,0.0,,931.125,558.675,186.225,0.0,139.66875,46.55625,0.0,4,1,4,1,1.0,,5,4,3,1,4,3,1,1862.25,0.0,931.125,558.675,186.225,0.0,139.66875,46.55625,0.0,1862.25,0.0,931.125,558.675,186.225,0.0,139.66875,46.55625,0.0,4.0,1.0,5.0,4.0,3.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.075,62.075,,,1.0,1.0,,,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,12000.0,1.0,2.0,3.0,,207,4,2,15,2,3,1,1,4,2,0.45245752537602,71,5540,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
1327,1328,1,2.0,,,,,3.0,1.0,,,,,,1,,,,,,,,,,,1,1.0,2.0,8.0,1,3.0,,1.0,2.0,3.0,2,3.0,,2,1,,,2,3.0,4.0,7.0,,,,,,,,,,,,,,,,,7,4.0,3.0,1.0,,,,,,,8.0,9.0,,,,,,,,,1.0,2.0,,4.0,,,,,7.0,0.0,,0.0,,,,,,,,,,,,,,7.0,0.0,,0.0,,,,,,,,,,,,,,8.0,1.0,,1.0,,,,,,,,,,,,,,8.0,1.0,,1.0,,,,,,,,,,,,,,7,7.0,7,8,8.0,8,80,1.0,3.0,4.0,6.0,7.0,8.0,10.0,14.0,72.0,,,,,,,,,,,,,,,,,,,,,1,3.0,,,,,,,,2.0,,5.0,,,,,,7,8.0,1.0,3,1.0,2.0,3.0,4.0,,1,688.05,344.025,344.025,0.0,231.0,,330.0,123.75,3.3,0.0,0.0,0.0,0.0,688.05,344.025,344.025,0.0,231.0,,330.0,123.75,3.3,0.0,0.0,0.0,0.0,2,1,1,1,3.0,,4,4,1,1,1,1,1,688.05,231.0,330.0,123.75,3.3,0.0,0.0,0.0,0.0,688.05,231.0,330.0,123.75,3.3,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.00625,86.00625,,,1.0,1.0,,,4,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,,1.0,2.0,,,207,7,3,7,1,3,1,1,1,1,0.24916372196432002,30,5024,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1335,1336,2,5.0,,,,,35.0,1.0,,,,,,1,,,,,,,,,,,3,,,,6,,,,,,8,1.0,,3,9,,,2,18.0,,,,,,,,,,,,,,,,,,,18,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1,1.0,1,2,2.0,2,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1.0,,,,,,,,308,,,4,1.0,3.0,1.0,,,2,650.0,0.0,650.0,0.0,,400.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,650.0,0.0,,400.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,,3.0,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,400.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,650.0,400.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,400.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,650.0,400.0,200.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,325.0,,325.0,,4.0,,4.0,,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,4,5,60000.0,2.0,,,,208,3,1,15,1,2,3,2,2,2,0.4052862137004,100,5210,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
